,gameidx,move
1416,1197,"[0, 2, 2, 0, 0, 0]"
1417,2807,"[0, 2, 2, 0, 0, 0, 3, 3, 3, 3]"
1418,2650,"[2, 2, 0, 0, 0, 0]"
1419,1544,"[0, 0, 0, 0, 0, 1, 3, 3, 3]"
1420,502,"[2, 2, 2, 0, 2, 2]"
1421,2139,"[1, 0, 0, 0, 3, 3, 3, 3, 3]"
1422,3094,"[2, 1, 1, 1, 1, 1]"
1423,1891,[]
1424,1130,"[0, 3, 3, 3, 3, 1, 1, 1, 1, 1, 3]"
1425,357,"[2, 2, 2, 2, 1, 1, 1, 1, 2]"
1426,2686,"[3, 0, 0, 0, 0]"
1427,2317,"[3, 3, 1, 1, 1, 3, 3]"
1428,2193,"[0, 0, 0, 0, 0]"
1429,1644,"[1, 1, 1, 1, 0]"
1430,1964,"[2, 2, 2, 2, 2, 0]"
1431,1654,"[3, 3, 3, 3]"
1432,3187,"[1, 1, 1, 1, 3, 3, 3, 3]"
1433,2420,"[1, 1, 1, 1, 1]"
1434,1550,"[2, 2, 2, 0, 2]"
1435,567,"[0, 3, 3, 3, 3, 3, 1, 1, 1]"
1436,2587,"[3, 0, 0, 0, 0]"
1437,548,"[1, 1, 1, 1, 2, 2]"
1438,825,"[1, 2, 2, 2, 2, 2, 1]"
1439,2147,[]
1440,3037,"[1, 1, 1, 1, 1, 3]"
1441,1040,"[2, 2, 2, 1, 1, 3, 1, 1, 3]"
1442,267,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
1443,1143,"[0, 0, 1, 3, 3, 3, 0, 0, 0, 0, 3, 3]"
1444,237,"[0, 0, 0, 0, 0, 1, 0, 1]"
1445,1022,"[1, 2, 2, 2, 0, 0, 0, 0, 2]"
1446,195,"[0, 0, 2, 2, 2, 0, 0, 0]"
1447,2506,"[0, 0, 1, 3, 3, 3, 3, 3, 1]"
1448,1454,"[0, 0, 0, 0, 2]"
1449,1181,"[0, 0, 0, 0, 0, 2, 2, 2]"
1450,699,"[0, 3, 3, 3, 3, 3]"
1451,785,"[0, 0, 0, 0, 0]"
1452,3146,"[3, 1, 1, 3, 3, 3]"
1453,263,"[1, 3, 3, 3, 3]"
1454,136,"[1, 3, 3, 3, 3, 3, 1]"
1455,2585,[]
1456,148,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3]"
1457,1534,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3, 2]"
1458,832,"[1, 1, 2, 2, 2, 2]"
1459,1913,"[1, 1, 2, 1, 1, 3]"
1460,1993,"[3, 0, 0, 0, 0]"
1461,2371,"[3, 3, 1, 1, 1, 1, 1, 3, 2, 2, 2]"
1462,1052,"[1, 1, 3, 3, 3, 3, 3]"
1463,3087,"[2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 1]"
1464,1716,"[2, 2, 2, 0, 0, 0, 0, 0]"
1465,377,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
1466,1904,"[2, 0, 0, 0, 3, 0, 0, 3, 3, 3, 3, 1, 2]"
1467,2623,"[3, 1, 1, 1, 1, 1]"
1468,221,"[1, 1, 1, 1, 1, 2]"
1469,2443,"[1, 1, 3, 3, 3, 3, 0]"
1470,2842,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 0, 3]"
1471,1511,[]
1472,3177,"[3, 3, 1, 1, 1, 1, 3]"
1473,2332,"[2, 2, 2, 2, 2]"
1474,2414,"[0, 0, 0, 0, 0, 1, 2]"
1475,1655,"[0, 0, 0, 0, 0, 3]"
1476,519,"[3, 3, 3, 3, 2, 0, 0, 3]"
1477,2116,"[0, 0, 0, 0, 3]"
1478,2242,"[0, 0, 2, 2, 2, 2, 0]"
1479,1097,"[2, 1, 1, 1, 2, 1, 1, 2, 2, 2]"
1480,2323,"[0, 0, 0, 0, 3, 3, 3, 3, 0]"
1481,3208,"[1, 1, 3, 3, 3, 3, 3, 0, 0, 2]"
1482,882,"[3, 3, 3, 3, 3, 0, 0, 0, 0]"
1483,992,"[0, 0, 3, 3, 3, 3, 3, 0]"
1484,3205,"[0, 0, 3, 3, 3, 3, 3]"
1485,1193,"[3, 3, 3, 3, 0, 0, 0, 0]"
1486,1568,"[1, 2, 2, 2, 2, 0]"
1487,1450,[]
1488,1358,"[2, 2, 2, 2, 0, 0, 0, 0, 0]"
1489,2746,"[0, 3, 3, 3, 3, 3, 0]"
1490,1373,"[3, 3, 3, 3, 3, 0, 0]"
1491,539,"[2, 2, 2, 1, 1, 3, 1, 3, 1]"
1492,1089,"[3, 0, 0, 0, 0]"
1493,1817,"[3, 1, 1, 1, 1, 1]"
1494,1010,"[2, 2, 2, 0, 0, 0, 2, 0]"
1495,2701,"[3, 3, 3, 3, 3]"
1496,278,"[0, 0, 0, 0, 3]"
1497,1142,"[2, 1, 1, 1, 2, 2, 1]"
1498,149,"[1, 1, 1, 1]"
1499,2512,"[1, 2, 1, 1, 1, 3, 3]"
1500,1043,"[3, 3, 0, 0, 2, 2, 2, 0, 0, 3]"
1501,957,"[2, 0, 0, 0, 2, 2, 2, 2]"
1502,2019,"[2, 2, 2, 2, 0, 0]"
1503,2818,[]
1504,1320,"[3, 3, 0, 0, 0, 0, 3, 3, 0]"
1505,3221,"[0, 0, 1, 1, 1, 2, 2, 2, 2]"
1506,3269,"[0, 0, 0, 0, 0]"
1507,2740,"[2, 2, 2, 2, 1, 1, 1]"
1508,345,"[0, 0, 0, 0, 0, 3, 3, 3, 1]"
1509,1692,"[3, 3, 3, 3]"
1510,2305,"[0, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
1511,2034,"[2, 2, 2, 2, 2, 1, 1]"
1512,1698,"[2, 1, 1, 2, 1, 1, 2]"
1513,1965,"[3, 3, 1, 1, 1, 1, 3]"
1514,79,"[1, 1, 1, 3, 3, 3, 3, 3]"
1515,2553,"[3, 0, 0, 0, 0, 3, 3]"
1516,1975,"[1, 3, 3, 3, 3, 3, 0]"
1517,517,"[2, 0, 0, 0, 0, 0]"
1518,2836,"[0, 0, 0, 0, 3, 3]"
1519,1662,[]
1520,1679,"[2, 2, 1, 1, 1, 1, 1]"
1521,1777,"[1, 1, 2, 2, 2, 2, 2]"
1522,2489,"[3, 1, 1, 1, 1, 3, 3, 3, 3, 1]"
1523,1471,"[1, 3, 3, 3, 3, 3]"
1524,1807,"[1, 1, 3, 3, 3, 3]"
1525,144,"[0, 3, 3, 3, 3, 3, 1]"
1526,2470,"[0, 0, 0, 0, 2]"
1527,2666,"[3, 3, 3, 2, 1, 1, 1, 1]"
1528,2990,"[1, 3, 3, 3, 3, 3, 1]"
1529,1461,"[1, 3, 3, 3, 3]"
1530,256,"[1, 1, 1, 1]"
1531,105,"[0, 0, 0, 0, 2]"
1532,680,"[0, 0, 0, 0, 3]"
1533,1290,"[1, 1, 1, 1, 1, 2, 2, 2, 2]"
1534,1946,"[1, 1, 3, 3, 3, 3, 3, 1, 1]"
1535,1167,[]
1536,1057,"[1, 2, 2, 2, 1, 1, 1, 2]"
1537,1907,"[0, 3, 3, 3, 3, 3]"
1538,2398,"[1, 1, 3, 1, 1, 1, 3, 3]"
1539,1118,"[0, 2, 2, 2, 2, 2, 0, 0, 0, 0]"
1540,2435,"[0, 0, 0, 0, 0, 3, 3]"
1541,1200,"[0, 0, 3, 0, 0, 0, 3, 3]"
1542,1370,"[0, 0, 0, 0]"
1543,1573,"[0, 3, 0, 3, 3, 3, 3]"
1544,1658,"[1, 1, 3, 3, 3, 3, 0, 0, 0, 0]"
1545,2263,"[1, 1, 1, 1, 1, 2, 2, 2, 2]"
1546,1126,"[2, 2, 2, 2, 2]"
1547,1434,"[3, 1, 1, 3, 3, 3]"
1548,1379,"[0, 2, 0, 0, 0, 0, 3, 3]"
1549,1129,"[1, 1, 1, 3, 3, 3, 3, 0, 0]"
1550,2126,"[3, 3, 0, 0, 0, 0, 3, 3, 3]"
1551,876,[]
1552,3263,"[0, 2, 2, 0, 0, 0, 2, 0]"
1553,2316,"[3, 3, 1, 1, 1, 3, 3, 3]"
1554,2475,"[1, 1, 2, 2, 2, 2]"
1555,2313,"[1, 1, 1, 0, 2, 2, 2, 2, 1, 1]"
1556,2140,"[3, 3, 0, 0, 3, 0, 0, 0]"
1557,821,"[1, 3, 3, 3, 3]"
1558,291,"[1, 1, 1, 1]"
1559,353,"[1, 1, 2, 1, 1, 2, 2, 2]"
1560,1186,"[1, 1, 1, 1]"
1561,436,"[2, 1, 1, 1, 1, 2, 2]"
1562,2322,"[0, 0, 0, 0, 3, 3, 3, 3, 1]"
1563,2847,"[0, 2, 2, 2, 2]"
1564,3193,"[1, 1, 1, 1, 2, 2]"
1565,852,"[1, 1, 1, 1, 2, 2, 2, 2]"
1566,1455,"[3, 1, 1, 1, 1, 1]"
1567,181,[]
1568,1703,"[0, 3, 3, 0, 3, 3]"
1569,444,"[2, 2, 2, 2]"
1570,2733,"[1, 0, 3, 3, 3, 3, 0]"
1571,1760,"[0, 2, 2, 0, 0, 0, 2, 0]"
1572,1404,"[0, 0, 0, 0]"
1573,1877,"[2, 2, 2, 2, 2, 1]"
1574,2526,"[0, 0, 0, 0, 0, 2, 2]"
1575,3242,"[3, 3, 3, 3, 0]"
1576,3079,"[3, 3, 3, 3, 3]"
1577,2188,"[0, 0, 0, 0, 0, 2, 2, 2, 2]"
1578,2443,"[3, 1, 1, 1, 3, 1, 3, 3, 3]"
1579,2458,"[1, 1, 1, 1, 2, 2, 2, 2]"
1580,2869,"[1, 1, 1, 1, 1, 2, 2, 2, 2]"
1581,2842,"[0, 0, 0, 0, 0, 3]"
1582,2582,"[0, 0, 0, 0, 3, 3]"
1583,773,[]
1584,166,"[1, 1, 1, 1, 2, 2, 2]"
1585,1007,"[0, 2, 2, 2, 2, 1]"
1586,2140,"[2, 2, 1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
1587,2569,"[3, 3, 3, 3, 1, 1, 1, 1, 2, 2, 1]"
1588,2967,"[0, 3, 3, 3, 3, 3]"
1589,3143,"[3, 0, 0, 0, 0, 2, 2, 2, 2, 2]"
1590,1998,"[0, 0, 0, 0, 0, 2, 2, 2]"
1591,685,"[3, 3, 0, 0, 0, 0, 0]"
1592,90,"[2, 2, 2, 2, 1]"
1593,318,"[0, 0, 3, 3, 3, 3, 3]"
1594,2492,"[0, 0, 1, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0]"
1595,2459,"[0, 3, 3, 3, 3, 1, 1]"
1596,1191,"[2, 1, 1, 1, 1, 1, 2, 2, 2, 2]"
1597,904,"[1, 1, 1, 1, 1]"
1598,2623,"[0, 0, 0, 0, 0]"
1599,2592,[]
1600,1451,"[0, 0, 3, 3, 3, 3]"
1601,747,"[0, 0, 0, 0, 3, 3, 3, 3, 3]"
1602,3179,"[1, 1, 1, 1, 3, 3, 3, 1]"
1603,2004,"[2, 2, 2, 2]"
1604,1692,"[1, 1, 1, 1]"
1605,2001,"[3, 1, 1, 1, 1]"
1606,3233,"[0, 0, 0, 0, 0]"
1607,2435,"[2, 2, 0, 0, 0, 0]"
1608,2268,"[2, 1, 2, 2, 2, 2, 0, 0]"
1609,2466,"[3, 3, 3, 1, 1, 1, 1, 1]"
1610,2026,"[1, 1, 1, 1, 3, 3, 3, 3, 1]"
1611,96,"[1, 3, 3, 3, 3, 3, 1]"
1612,2925,"[3, 3, 3, 0, 0, 3, 3]"
1613,1003,"[3, 3, 0, 3, 3, 3]"
1614,1801,"[3, 3, 1, 1, 1, 1]"
1615,635,[]
1616,3178,"[2, 2, 1, 1, 1, 1, 1]"
1617,1006,"[1, 1, 0, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 3, 3, 3, 3, 3, 2, 2]"
1618,526,"[0, 0, 0, 0, 0, 2, 2, 3, 3, 1, 1, 2, 2, 2, 2, 0, 0]"
1619,990,"[0, 0, 0, 2, 2, 0]"
1620,2558,"[1, 1, 3, 3, 3, 3, 3, 2, 1, 1, 3, 1]"
1621,2962,"[0, 0, 0, 0]"
1622,2034,"[0, 2, 2, 2, 2, 2, 3, 1, 2]"
1623,1635,"[1, 1, 2, 0, 2, 2, 0, 2, 1, 0, 0]"
1624,405,"[2, 0, 0, 0, 2, 0]"
1625,363,"[3, 3, 3, 3, 3, 0, 0, 0]"
1626,2886,"[2, 2, 1, 1, 1, 1, 1]"
1627,1513,"[3, 3, 1, 1, 1, 1, 1, 2, 2]"
1628,3076,"[2, 1, 1, 1, 1, 3]"
1629,2359,"[2, 2, 0, 0, 0, 0, 0]"
1630,2348,"[3, 3, 3, 3, 3, 1, 2]"
1631,26,[]
1632,317,"[0, 0, 2, 2, 2, 1, 1, 2, 0, 0]"
1633,2696,"[3, 0, 0, 0, 0, 0, 2]"
1634,692,"[3, 3, 1, 1, 1, 1]"
1635,1997,"[1, 1, 3, 3, 3, 2, 2, 2, 3, 0, 0, 0, 0, 3, 3, 1, 1, 3, 3, 1, 1]"
1636,3148,"[3, 3, 3, 3]"
1637,2923,"[0, 0, 0, 0, 0]"
1638,1618,"[2, 2, 2, 0, 0, 0, 0, 2, 2]"
1639,704,"[3, 3, 1, 3, 3]"
1640,2853,"[0, 2, 2, 2, 2, 2, 1, 1, 1, 3]"
1641,2444,"[0, 3, 3, 3, 3, 3]"
1642,2141,"[1, 1, 1, 1, 2]"
1643,334,"[0, 0, 0, 3, 3, 0, 3, 3]"
1644,1451,"[0, 2, 2, 2, 2, 2]"
1645,1725,"[3, 0, 0, 2, 0, 0, 0, 3]"
1646,1059,"[0, 0, 0, 0, 3, 3, 0, 3, 3, 1, 1, 1, 1, 1]"
1647,1436,[]
1648,2929,"[0, 0, 0, 0, 0]"
1649,1770,"[2, 2, 1, 1, 1, 1, 3]"
1650,199,"[2, 1, 1, 1, 1, 1, 3, 3]"
1651,432,"[0, 3, 3, 3, 0, 0, 0, 0, 2, 2, 2]"
1652,965,"[2, 2, 0, 0, 0, 0]"
1653,1037,"[3, 3, 3, 3, 3, 2, 0, 0, 0]"
1654,1657,"[3, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
1655,2596,"[2, 1, 1, 1, 1, 3]"
1656,2400,"[3, 0, 0, 0, 0, 0, 3, 3, 3]"
1657,184,"[2, 2, 2, 2, 0, 0, 2]"
1658,3150,"[3, 3, 0, 0, 3, 3, 3, 0, 0]"
1659,1973,"[2, 2, 1, 1, 1, 1]"
1660,13,"[1, 1, 1, 1, 1]"
1661,1136,"[1, 1, 1, 1, 1, 0, 2, 2, 2, 2, 2, 1]"
1662,1916,"[2, 2, 1, 1, 1, 2, 1]"
1663,1367,[]
1664,1106,"[1, 3, 1, 1, 1, 1]"
1665,3058,"[2, 2, 2, 1, 3, 1, 1, 1, 1, 3, 0, 3, 3, 1]"
1666,2119,"[2, 0, 0, 0, 3, 0]"
1667,998,"[3, 1, 1, 2, 1, 1, 1, 3]"
1668,3057,"[3, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1]"
1669,1104,"[0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 1, 1, 1, 1, 2]"
1670,3145,"[3, 1, 3, 3, 3, 1, 1]"
1671,1906,"[2, 2, 2, 0, 2, 2, 1]"
1672,593,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 3]"
1673,238,"[2, 1, 1, 1, 1, 1]"
1674,2123,"[1, 1, 1, 1, 1]"
1675,2649,"[3, 1, 1, 1, 1, 2]"
1676,2090,"[0, 0, 3, 0, 0, 0, 3, 3, 3, 1, 2]"
1677,1735,"[0, 0, 0, 0, 0, 2, 1]"
1678,2781,"[3, 3, 3, 3, 0, 0, 0, 0]"
1679,2823,[]
1680,2803,"[1, 1, 1, 1, 1]"
1681,740,"[1, 1, 0, 1, 1, 1, 2, 2, 2, 2, 2]"
1682,2466,"[0, 0, 0, 0, 0, 2, 2]"
1683,450,"[3, 1, 1, 1, 1, 1]"
1684,2449,"[3, 3, 1, 3, 3, 3]"
1685,1067,"[2, 2, 2, 2, 0, 0, 0]"
1686,1635,"[3, 3, 0, 0, 3, 3]"
1687,253,"[0, 0, 0, 0, 3, 3, 3, 3]"
1688,785,"[1, 1, 1, 1, 1, 3]"
1689,1866,"[1, 1, 1, 1]"
1690,2789,"[0, 0, 0, 3, 3, 3, 3, 3, 0]"
1691,1129,"[1, 1, 1, 1, 2, 2]"
1692,958,"[3, 3, 3, 3, 1, 1, 1, 1, 3]"
1693,2290,"[3, 3, 3, 3, 0, 0]"
1694,2158,"[3, 3, 3, 3, 3, 0]"
1695,937,[]
1696,2211,"[0, 2, 2, 2, 2, 2]"
1697,960,"[2, 0, 0, 0, 0, 0, 3, 3]"
1698,1698,"[2, 1, 1, 1, 2, 2, 1]"
1699,316,"[1, 1, 1, 1, 2, 2, 2, 2, 2, 0, 0, 0, 0, 1]"
1700,2631,"[2, 1, 1, 1, 1, 1, 0, 2, 2, 2]"
1701,2565,"[0, 0, 3, 0, 0, 0, 3]"
1702,1654,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1]"
1703,1135,"[2, 2, 2, 2, 2, 0]"
1704,2802,"[1, 1, 1, 1, 2, 2]"
1705,2348,"[2, 2, 2, 2, 0, 0, 0, 2]"
1706,2298,"[1, 1, 3, 3, 3, 3, 3]"
1707,3228,"[2, 2, 2, 0, 0, 2]"
1708,932,"[3, 1, 1, 1, 3, 3, 3]"
1709,1511,"[1, 1, 1, 1, 3, 3, 1]"
1710,1480,"[3, 3, 3, 3, 2, 1, 1, 1, 1, 1]"
1711,978,[]
1712,2047,"[1, 1, 1, 1, 2, 2]"
1713,389,"[1, 1, 1, 1, 1, 2, 2, 2]"
1714,941,"[1, 1, 1, 1, 2]"
1715,2539,"[0, 0, 0, 3, 3, 3, 3, 3]"
1716,2228,"[1, 1, 1, 1, 2, 2, 1]"
1717,1721,"[2, 2, 2, 2, 1, 1, 1]"
1718,1745,"[0, 3, 3, 0, 0, 0, 0]"
1719,813,"[2, 2, 2, 0, 0, 0, 0, 0]"
1720,1958,"[1, 1, 3, 3, 3, 3, 3, 0, 0]"
1721,1887,"[1, 3, 3, 0, 3, 3, 1]"
1722,2940,"[3, 3, 0, 0, 0, 0]"
1723,3102,"[2, 2, 0, 0, 0, 0, 2, 2]"
1724,1545,"[3, 1, 1, 1, 1, 2]"
1725,1133,"[0, 2, 2, 2, 2]"
1726,3042,"[0, 0, 2, 0, 2, 0, 0]"
1727,2433,[]
1728,2703,"[3, 1, 2, 1, 2, 1, 1]"
1729,1666,"[2, 1, 2, 1, 2, 1, 2, 1, 2, 1]"
1730,729,"[1, 3, 3, 3, 3, 3, 1]"
1731,854,"[2, 2, 2, 2, 2, 1, 1]"
1732,2754,"[1, 2, 1, 1, 2, 1, 1, 2]"
1733,740,"[3, 3, 0, 0, 2, 2, 2, 0, 0, 3]"
1734,1005,"[1, 1, 1, 1, 1, 3, 3]"
1735,3231,"[3, 3, 3, 3, 1]"
1736,834,"[3, 2, 0, 0, 0, 2, 0]"
1737,1897,"[3, 3, 3, 3, 1]"
1738,1836,"[1, 1, 1, 1, 2]"
1739,2543,"[0, 0, 0, 0, 0, 3]"
1740,315,"[0, 3, 3, 3, 0, 0, 3]"
1741,3055,"[3, 1, 1, 1, 1]"
1742,1127,"[3, 0, 3, 0, 3, 3, 1]"
1743,2207,[]
1744,1948,"[1, 3, 3, 3, 3, 3, 0, 0, 0, 2]"
1745,1816,"[2, 2, 2, 1, 2, 2, 0, 0, 0, 0, 0, 3]"
1746,343,"[1, 3, 3, 3, 3, 3]"
1747,2036,"[3, 2, 2, 0, 0, 0, 0, 0]"
1748,2007,"[1, 3, 3, 3, 3, 3]"
1749,2311,"[2, 0, 0, 0, 0]"
1750,2942,"[1, 1, 1, 1, 1, 3]"
1751,2534,"[2, 2, 2, 0, 0, 0, 0]"
1752,2636,"[3, 3, 0, 0, 0, 0, 0]"
1753,544,"[1, 1, 3, 3, 3, 3, 3]"
1754,1898,"[0, 0, 0, 0]"
1755,2317,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
1756,294,"[3, 0, 0, 2, 0, 0, 0, 3]"
1757,3165,"[2, 1, 1, 1, 1, 2]"
1758,2438,"[0, 1, 1, 2, 2, 2, 2]"
1759,1484,[]
1760,1026,"[0, 1, 2, 2, 2, 2, 0, 0]"
1761,1235,"[3, 1, 1, 1, 1, 3, 3, 3, 3]"
1762,3054,"[3, 3, 3, 3, 1]"
1763,3093,"[2, 0, 2, 2, 1, 1, 2, 2, 0, 0, 0]"
1764,2698,"[1, 0, 0, 0, 2, 2, 2, 2, 2]"
1765,151,"[2, 2, 2, 2, 2]"
1766,2657,"[3, 3, 3, 3, 0]"
1767,746,"[3, 3, 3, 3, 3]"
1768,676,"[3, 3, 3, 3, 3, 1, 1]"
1769,473,"[3, 2, 1, 1, 1, 3, 1]"
1770,2162,"[2, 2, 2, 0, 0, 2, 2]"
1771,3106,"[2, 2, 2, 2, 0, 0, 3, 0, 0, 2, 2, 1]"
1772,3265,"[3, 2, 1, 1, 2, 2, 1, 1, 1, 3, 3, 3]"
1773,2892,"[3, 3, 0, 0, 0, 2, 0]"
1774,2951,"[3, 0, 0, 3, 3, 3, 3, 1, 1]"
1775,1795,[]
1776,2728,"[1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 0, 0, 0, 2, 2, 2, 0, 0]"
1777,1764,"[1, 1, 1, 2, 2, 3, 3, 0, 0, 2, 0, 3, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 3, 3]"
1778,3194,"[1, 2, 2, 1, 2, 1, 1, 1, 0, 3, 1, 2, 2, 3, 3, 3, 2, 0, 2, 2, 0]"
1779,1486,"[3, 3, 3, 3, 1, 1, 1, 1, 1, 2, 2, 2]"
1780,1110,"[3, 0, 0, 0, 0, 3]"
1781,1627,"[2, 3, 2, 1, 1, 1, 1, 1, 3]"
1782,2335,"[3, 3, 0, 3, 3, 0, 0]"
1783,2688,"[3, 3, 3, 3, 3, 2, 1, 1, 1, 1, 1]"
1784,323,"[1, 2, 2, 2, 2, 1]"
1785,2893,"[0, 3, 0, 3, 3, 3, 3]"
1786,1135,"[0, 0, 0, 0, 3, 3, 0]"
1787,2248,"[3, 0, 0, 0, 0, 0, 3]"
1788,2732,"[2, 2, 2, 2, 3, 3, 1, 1, 1, 1, 3]"
1789,1735,"[2, 2, 0, 0, 0, 0, 0]"
1790,2633,"[3, 3, 2, 1, 1, 1, 1, 1, 2]"
1791,1991,[]
1792,290,"[1, 1, 1, 1, 1, 3, 3]"
1793,1280,"[1, 1, 1, 2, 2, 2, 2]"
1794,1766,"[1, 1, 1, 2, 1, 2, 1]"
1795,1863,"[0, 3, 0, 0, 0]"
1796,386,"[3, 3, 3, 3]"
1797,235,"[0, 0, 0, 0, 2, 2, 2, 2]"
1798,2400,"[2, 2, 2, 2, 2, 1, 1]"
1799,1018,"[3, 3, 3, 3, 1, 1, 1, 1]"
1800,1247,"[1, 1, 3, 3, 3, 3]"
1801,1949,"[0, 0, 0, 0, 0, 2, 2]"
1802,2567,"[1, 1, 1, 1, 1, 2]"
1803,2185,"[2, 2, 0, 0, 0, 0]"
1804,649,"[0, 0, 0, 0, 3, 3]"
1805,2249,"[0, 0, 0, 0]"
1806,532,"[0, 0, 0, 0, 3, 3]"
1807,1850,[]
1808,2942,"[3, 3, 3, 3, 3, 1, 1]"
1809,1376,"[2, 2, 2, 2, 2, 0]"
1810,1365,"[1, 1, 1, 1, 1, 0, 3, 3, 3, 3, 3, 0]"
1811,1085,"[0, 0, 0, 3, 3, 3, 3, 3, 1]"
1812,180,"[1, 2, 2, 2, 2, 2, 1]"
1813,2336,"[2, 2, 2, 2, 2, 3, 0, 0, 2, 0, 0, 0, 3]"
1814,1289,"[3, 2, 3, 1, 1, 1, 3, 3, 1]"
1815,1236,"[2, 0, 0, 0, 0, 0]"
1816,366,"[2, 2, 2, 2, 2, 0, 0, 0, 0]"
1817,558,"[1, 1, 1, 1, 1]"
1818,1490,"[1, 1, 1, 1, 1, 2, 0]"
1819,2383,"[0, 0, 0, 0, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1]"
1820,1666,"[2, 2, 2, 2, 2, 3, 0, 0, 0, 0, 0]"
1821,3015,"[0, 0, 0, 3, 3, 3, 3, 1, 1, 1, 1, 1]"
1822,1067,"[2, 2, 2, 2, 2]"
1823,477,[]
1824,315,"[2, 0, 0, 0, 0, 0, 2, 2, 2]"
1825,906,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
1826,425,"[2, 2, 2, 2, 1]"
1827,2756,"[0, 3, 3, 3, 0, 0, 3]"
1828,376,"[1, 3, 3, 3, 1, 1, 3, 3]"
1829,1051,"[2, 2, 2, 2, 2]"
1830,2508,"[3, 3, 0, 0, 3, 3, 3, 1, 1]"
1831,2356,"[2, 2, 2, 2, 2, 0]"
1832,1558,"[2, 0, 0, 0, 0]"
1833,2215,"[2, 1, 1, 1, 1]"
1834,2688,"[0, 3, 3, 3, 3, 3]"
1835,974,"[1, 1, 1, 3, 3, 3, 3, 1, 1]"
1836,1428,"[1, 1, 3, 3, 3, 3, 3, 1, 1]"
1837,1960,"[0, 0, 0, 2, 2, 2, 2, 1]"
1838,1925,"[3, 3, 1, 1, 1, 1, 3, 3]"
1839,2051,[]
1840,117,"[2, 0, 2, 0, 2, 2, 1, 1, 0, 2, 0, 3, 1, 1, 1]"
1841,2190,"[3, 3, 3, 3, 3, 1, 1]"
1842,333,"[1, 2, 2, 2, 2]"
1843,2387,"[3, 3, 3, 1, 1, 1, 3, 3]"
1844,1591,"[3, 1, 1, 1, 1, 1, 3, 3]"
1845,2096,"[1, 1, 1, 1, 1, 2, 2, 2, 0]"
1846,2940,"[0, 2, 2, 2, 1, 1, 1, 1, 2, 2]"
1847,1137,"[1, 1, 1, 1, 3]"
1848,1108,"[1, 1, 1, 2, 2, 2, 2, 2, 3]"
1849,2435,"[3, 3, 3, 3, 1, 1, 1, 1]"
1850,2459,"[2, 2, 0, 0, 0, 0, 0]"
1851,221,"[3, 3, 3, 3, 3]"
1852,1887,"[2, 2, 2, 2, 1, 1, 2]"
1853,1335,"[2, 0, 0, 0, 0, 2]"
1854,1787,"[1, 1, 1, 1, 2, 2]"
1855,3067,[]
1856,3239,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
1857,1503,"[1, 1, 1, 3, 3, 3, 3, 3]"
1858,2176,"[3, 3, 3, 3, 0, 0, 0, 0, 3]"
1859,1290,"[1, 1, 1, 1, 1]"
1860,1377,"[2, 2, 1, 1, 1, 1, 1, 3, 3, 3, 3]"
1861,1606,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 2, 2]"
1862,2599,"[0, 0, 0, 0, 2, 2, 2, 2]"
1863,220,"[0, 0, 0, 0]"
1864,2787,"[0, 0, 0, 0, 2, 2, 2, 2, 1]"
1865,2279,"[1, 1, 1, 1, 1]"
1866,532,"[3, 1, 1, 1, 0, 0, 3, 3, 3, 3, 1]"
1867,339,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 2, 2, 2]"
1868,3051,"[2, 2, 2, 2, 2]"
1869,283,"[1, 3, 1, 3, 3, 3, 3, 0, 0, 0, 0, 0]"
1870,1296,"[2, 2, 2, 2, 1, 1, 1, 1, 1]"
1871,2362,[]
1872,1596,"[3, 1, 1, 1, 1, 3, 3, 3, 3, 1]"
1873,1713,"[0, 0, 0, 0, 3]"
1874,2835,"[3, 3, 3, 3, 1]"
1875,195,"[0, 2, 2, 2, 2, 0, 0]"
1876,3048,"[1, 2, 2, 2, 2, 2, 1, 1]"
1877,1202,"[2, 3, 3, 0, 0, 0, 0, 0]"
1878,332,"[3, 3, 3, 1, 1, 1, 1, 1, 0]"
